
创1:1 【太初天主开始创造天地】太初，天主创造天地。
弗4:7 【基督赐下诸般的恩赐给教会，为了使教会获益】我们各人都照着基督所赐的分量蒙恩。
弗4:8 如经上说：他升上高天，就携所掳掠的，把各样的恩赐赏给世人。
弗4:9 既说升上，岂不是先降在地底下么？(或作“岂不是先降在下土么？”。)
弗4:10 降下的，与那升上比天还高，要充满万物的，原是一位。
弗4:11 他所设立的有使徒，有先知，有传福音的，有牧师和教师，(“他所设立的”或作“他所赐的”。)
弗4:12 为要造就圣徒，司理教事，建立基督的身体，
弗4:13 直等到我们所信的都是一样，认识天主的儿子，成为完全人，得有基督充满的分量，
弗4:14 使我们不再作婴孩，被一切异教的风波摇动飘荡，中了人的诡计，和欺骗的法术，
弗4:15 应当用爱心说真实话，凡事日渐长进，及于为元首的基督。
弗4:16 全体都靠他联络坚固，百节各按各用处，互相辅助，便叫身体渐渐增长，因爱建立自己。
弗4:17 【应当弃绝异邦人污秽的行为】所以，我靠着主警戒你们，不要再存虚妄的心做事，像别的异邦人。
弗4:18 他们心地昏昧，自己无知，性质愚顽，便远离了天主生命的道理，(或作“与天主所赐的生命无有关涉”。)
弗4:19 良心既已丧尽，就放纵私欲，行种种的污秽，无有底止。
弗4:20 你们学基督，却不是这样，
弗4:21 【门徒当有新人的样式】因为你们已经听了耶稣的话，按着他的真理，受了他的教，
弗4:22 去掉你们从前的行为，脱去旧人，就是被诱惑人的嗜欲的败坏，
弗4:23 将你们的志气，改换一新。
弗4:24 都应当有新人的样式。这新人是照着天主造的，有真理的仁义，和圣洁。
弗4:25 【远离各种罪】应该弃绝谎言，彼此都说实话，因为我们是一个身上的肢体。
弗4:26 动气就当谨防犯罪，不可含怒到日落，
弗4:27 不可给魔鬼稍留地步。
弗4:28 从前偷窃的不可再偷，应当亲手劳苦，做正经事，就可有余，周济穷人。
弗4:29 污秽的言语一句不可出口，只要说辅助德行的善言，叫听见的人都有益处。
弗4:30 【不要使圣灵因我们犯罪而担忧】你们受了天主圣灵的印证，等候你们得赎的日子，就不要叫圣灵担忧。
弗4:31 怨恨、暴怒、气忿、争闹、毁谤，并一切狠毒都当从你们中间翦除。
弗4:32 应当互相慈爱怜恤，彼此饶恕，正如天主为基督饶恕你们一般。
弗5:1 【劝门徒应当效法主，彼此相爱】你们既是天主所疼爱的儿女，就应该效法他。
弗5:2 行事应当彼此相爱，正如基督疼爱我们，为我们舍己，将身体献与天主，作为馨香的祭祀。
弗5:3 【门徒要尽力弃绝污秽与贪婪的事】凡奸淫、并一切污秽、贪婪的事，在你们中间连提都不可，方合圣徒的体统。
弗5:4 淫词、妄语和轻佻的话都是不相宜的，莫如称谢主恩。
弗5:5 因为你们知道，凡淫乱、污秽、贪财的人，在基督和天主的国里，都是无分的。贪财就与拜偶像一样。
弗5:6 不要被人妄言欺骗。天主的震怒必因这样的事，临到背逆的人。
弗5:7 不要和他们同伙。
弗5:8 从前你们是暗昧的，如今靠主得为光明人，就当如光明人行事。
弗5:9 圣灵所结的果子就是一切的良善、公义、诚实。
弗5:10 应当察验天主所喜欢的事。
弗5:11 【勿与恶者交往同行】一切暗昧、无益的事，不但不可与人同行，并当责备行这事的人。
弗5:12 他们暗中所行的就是说起来，也算可耻的。
弗5:13 凡受责备的事，都是被光显露出来，因为显露的就是被光所照的。
弗5:14 所以说：睡着的人应该起来，如同死而复活，基督就必光照你了。
弗5:15 【应当凡事谨慎】你们行事应当谨慎，如同明白人，不要像愚昧人，
弗5:16 因为今时有患难，须要爱惜光阴。(“因为今时有患难”或作“因为现今的时候邪恶”。“须要爱惜光阴”原文作“须要买回光阴”。)
弗5:17 故此，不要作无知的人，应当明白主的旨意。
弗5:18 不要醉酒。酒叫人放荡，没有节制。是要心里充满圣灵。
弗5:19 【圣灵充满的样式，感恩父天主】当用诗章、颂言和感圣灵而作的歌词彼此对语，心里称颂赞美主。
弗5:20 凡事应当奉我主耶稣基督的名，常常感谢父天主，
弗5:21 也当存敬畏天主的心，彼此顺服。
弗5:22 【劝妇人当像顺服主一样顺服丈夫的权柄】¶你们作妇人的当服丈夫，如同服主，
弗5:23 因为丈夫是妇人的头，正如基督是教会的头，又是教会全体的救主。
弗5:24 教会顺服基督，妇人也要如此事事顺服丈夫。
弗5:25 【劝丈夫像基督爱教会一样爱妻子】你们作丈夫的也当疼爱妻子，正如基督疼爱教会，曾为教会舍命，
弗5:26 使教会因着道理和洗礼的水，可以成为圣洁，
弗5:27 叫它站在自己面前，作个荣耀的教会，毫无玷污、皱纹等类的病，全然圣洁，无可责备。
弗5:28 丈夫应当疼爱妻子，如同疼爱己身，疼爱妻子便是疼爱自己了。
弗5:29 从来没有人厌恶自己的身子，总是保养它，如主保养教会一般。
弗5:30 我们是他身上的肢体，就是他的骨、他的肉。
弗5:31 【基督与教会像夫妻相爱的奥秘】所以说：人要离开父母，好合妻子，二人成为一体。
弗5:32 这是极大的奥妙，我是指着基督并教会说的。
弗5:33 你们各人都应当疼爱妻子，如同自己。妇人也当恭敬丈夫。
弗6:1 【劝子女孝敬父母，作父亲的用主道教养子女】你们作儿女的务要因主顺从父母，这是理所当然的。
弗6:2 孝敬父母，这是第一条带应许的诫命，
弗6:3 说：叫你得福，在世长寿。
弗6:4 你们作父亲的不要惹儿女的气，要照着主的教训，警戒他们，养育他们。
弗6:5 【劝作仆人的忠心服事主人，主人要知道敬畏天主】你们作仆人的应当用诚实的心，战战兢兢，顺服那辖管你们身体的主人，如同顺服基督一般。
弗6:6 不要像讨人喜欢的人，只在眼前事奉，要像基督的仆人，诚心遵行天主的旨意。
弗6:7 甘心事奉，不像伺候人，直如服事主，
弗6:8 因为晓得各人所行的善事，不论是为奴的、是自主的，都必得主的赏赐。
弗6:9 你们作主人的待仆人也是一理，不要恐吓他们，因为知道你们也有主在天上，是不看情面的。(又作“你们和他们同有一主在天上”。)
弗6:10 【门徒在世上如同交战，需要穿上铠甲】弟兄们，我还有未尽的话。你们应当信主，靠主的大能，作有力量的人。
弗6:11 穿上天主所赐的全身铠甲，就能抵挡魔鬼的诡计。
弗6:12 因为，我们不是和有血气的人争斗，是和那作首领的、有权势的、管辖这幽暗世界的，以及空中的邪魔争斗。(“空中”或作“天上”。)
弗6:13 所以，须用天主所赐的全身铠甲，遇见磨难的日子，就能抵挡仇敌，并且成就了一切的事，能够立住。
弗6:14 【铠甲的应用原则】用诚实当作带子系腰，用仁义当作甲穿上，
弗6:15 用平安的福音当作预备行走的鞋，穿在脚上，
弗6:16 此外，又用信德当作藤牌拿在手中，能灭尽恶鬼的火箭。
弗6:17 把拯救的恩，当作头盔戴上，手里也拿圣灵的宝剑，就是天主的道理，这样，就应当立住。
弗6:18 又被圣灵感动，常常多方祷告、祈求，并且为此儆醒不倦，为众圣徒祈求，
弗6:19 也为我求主，赐我应说的话语，能够开口，放胆宣讲福音的奥妙。
弗6:20 我为传福音作使者，落在缧绁之中，仍叫我照着分所当然的，放胆宣讲。
弗6:21 【推荐并差遣推基古去帮助他们】有我所亲爱的兄弟{推基古}，是忠心事主的。他必把关切我的事并我的景况如何，全告诉你们。
弗6:22 我为此特意差他去，叫你们知道我的事，又安慰你们的心。
弗6:23 愿我父天主和主耶稣基督赐给众弟兄平安、仁爱、信心。
弗6:24 又愿所有诚心爱敬我主耶稣基督的，都蒙恩宠，阿们。
腓1:1 【保罗向门徒问安】耶稣基督的仆人{保罗}，{提摩太}写书信给在[腓立比]、信基督耶稣的众圣徒和诸位监督、诸位执事。
腓1:2 愿天主我父和主耶稣基督赐你们恩宠、平安。
腓1:3 【为腓立比的门徒感谢祈求】¶我每逢想念你们，就感谢我天主，
腓1:4 每当祷告的时候，常常为你们众人乐意祈求，
腓1:5 因为从起初到如今，你们在福音上有同心。(或作“你们都是与福音有份的”。)
腓1:6 我深信，在你们心里始作善工的主必要完全这善工，直到主耶稣基督的日子。
腓1:7 我为你们众人有这样的意念，原是应当的，因为我无论是陷在缧绁，是辨明福音，是质证福音，常将你们存在心里，看你们是和我一同受恩的。
腓1:8 我体会耶稣基督的慈心，切切地爱慕你们众人。这是天主可以为我作见证的。
腓1:9 【求主使他们多结善果】我所祈求的就是要你们的爱心在知识智慧里，更加广大，
腓1:10 叫你们能分辨是非，作清洁无过的人，直到基督的日子，
腓1:11 靠耶稣基督，充充足足地结成仁义的善果，使人荣耀天主，赞美天主。
腓1:12 【保罗因福音受捆绑被囚，反而叫福音广传】我愿弟兄们知道我所遭遇的事，是叫福音越发广传，
腓1:13 所以我为基督受缧绁，在御营和在别处，人都知道了。
腓1:14 那信主的弟兄中间有许多人因为我受缧绁，越发放胆传道，无所惧怕。
腓1:15 有传基督因为妒嫉纷争的，有传基督因为有好意的。
腓1:16 那一等传基督的是因结党，没有诚心，要加增我缧绁的苦楚。
腓1:17 这一等传基督的是存爱心，知道我是为辨明福音，被主设立的。
腓1:18 这有何妨呢？无论怎样，或假意，或真心，究竟所传的都是基督，所以我欢喜，并且到底欢喜。
腓1:19 我知道这事，因着你们的祈祷和耶稣基督的圣灵的帮助，终必使我得救。
腓1:20 【保罗愿以生死来荣耀基督】我切切地盼望万事无愧，仍照往常放胆，无论生死，总叫基督在我身上得荣耀。
腓1:21 我若活着，是为基督，我若死了，也与我有益。
腓1:22 我若在肉身活着，便可成就我的功果，所以我不知应当选择什么。
腓1:23 我处在两难之间。我情愿离世，与基督同在一处，这原是更美的，
腓1:24 然而我在肉身活着，为你们的缘故，更是要紧的。
腓1:25 我既深信这样，就知道我必存在世间，和你们众人同在，使你们增长信心、因信喜乐。
腓1:26 我再到你们那里去，你们因基督耶稣而有的喜乐，就可以藉着我越发增添。(或作“因基督所夸的”。)
腓1:27 【劝门徒一心一意持守福音】只要你们行事和基督的福音相称，使我或来见你们，或在远处听见你们的事，都可以知道你们有同心，站立得稳，为福音齐心努力，
